,a,c,e,g,i,k,l,m,n,o,p,q
354,正义联盟：闪点悖论 Justice League: The Flashpoint Paradox,杰伊·欧力瓦,詹姆斯·克里格,贾斯汀·钱伯斯,C·托马斯·豪威尔,迈克尔·B·乔丹,"['动作', '科幻', '动画', '奇幻', '冒险']",75分钟,2013,美国, 英语,8.5
355,飞向太空 Солярис,安德烈·塔可夫斯基,安德烈·塔可夫斯基,纳塔莉亚·邦达尔丘克,多纳塔斯·巴尼奥尼斯,尤里·亚尔维特,"['剧情', '科幻', '悬疑']",167分钟,1972,苏联, 俄语 / 德语,8.5
356,世界旦夕之间 Welt am Draht,赖纳·维尔纳·法斯宾德,赖纳·维尔纳·法斯宾德,克劳斯·洛维奇,芭芭拉·瓦伦汀,古特·拉姆普雷切特,"['科幻', '悬疑', '犯罪']",212分钟,1973,西德, 英语 / 德语,8.5
357,源代码 Source Code,邓肯·琼斯,本·雷普利,杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉,"['科幻', '悬疑', '惊悚']",93分钟,2011,美国 / 加拿大, 英语,8.4
358,火星救援 The Martian,雷德利·斯科特,德鲁·高达,马特·达蒙,杰西卡·查斯坦,克里斯汀·韦格,"['剧情', '科幻', '冒险']",144分钟,2015,美国 / 英国, 英语 / 汉语普通话,8.4
359,变脸 Face/Off,吴宇森,麦克·韦柏,约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦,"['动作', '科幻', '惊悚', '犯罪']",138分钟,1997,美国, 英语 / 拉丁语,8.4
360,星球大战 Star Wars,乔治·卢卡斯,乔治·卢卡斯,哈里森·福特,马克·哈米尔,凯丽·费雪,"['动作', '科幻', '冒险']",121分钟,1977,美国, 英语,8.4
361,超时空接触 Contact,罗伯特·泽米吉斯,詹姆士·V·哈特,朱迪·福斯特,马修·麦康纳,吉娜·马隆,"['剧情', '科幻']",150 分钟,1997,美国, 英语 / 西班牙语 / 德语,8.4
362,回到未来2 Back to the Future Part II,罗伯特·泽米吉斯,鲍勃·盖尔,迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森,"['喜剧', '科幻', '冒险']",108分钟,1989,美国, 英语,8.4
363,阿基拉 Akira,大友克洋,大友克洋,岩田光央,佐佐木望,小山茉美,"['动作', '科幻', '动画']",124 分钟,1988,日本, 日语,8.4
364,红线 Redline,小池健,石井克人,木村拓哉,苍井优,浅野忠信,"['动作', '科幻', '动画']",102分钟,2010,日本, 日语,8.4
365,如此美好的一天 It's Such a Beautiful Day,唐·赫兹菲尔德,唐·赫兹菲尔德,唐·赫兹菲尔德,类型:,剧情,"['剧情', '喜剧', '科幻', '动画', '奇幻']",62分钟,2012,美国, 英语,8.4
366,星际迷航2：暗黑无界 Star Trek Into Darkness,J·J·艾布拉姆斯,艾里克斯·库兹曼,克里斯·派恩,扎克瑞·昆图,佐伊·索尔达娜,"['动作', '科幻', '冒险']",132分钟,2013,美国, 英语 / 克林贡语,7.9
367,生化危机 Resident Evil,保罗·安德森,保罗·安德森,米拉·乔沃维奇,米歇尔·罗德里格兹,科林·萨蒙,"['动作', '科幻', '恐怖']",100 分钟,2002,英国 / 德国 / 法国 / 美国, 英语,7.9
368,心慌方 Cube,文森佐·纳塔利,André Bijelic,妮可·德波儿,妮基·瓜达尼,大卫·休莱特,"['科幻', '悬疑', '惊悚']",90 分钟,1997,加拿大, 英语 / 德语,7.9
369,第五元素 The Fifth Element,吕克·贝松,吕克·贝松,布鲁斯·威利斯,加里·奥德曼,米拉·乔沃维奇,"['动作', '科幻', '冒险']",126分钟,1997,法国, 英语 / 瑞典语 / 德语 / 阿拉伯语 / 古埃及语,7.9
370,怪形 The Thing,约翰·卡朋特,比尔·兰卡斯特,库尔特·拉塞尔,威尔福德·布利姆雷,TK·卡特,"['科幻', '悬疑', '恐怖']",109 分钟,1982,美国, 英语 / 挪威语,7.9
371,正义联盟：战争 Justice League: War,杰伊·欧力瓦,希思·科森,西恩·奥斯汀,扎克·卡利森,克里斯托弗·戈勒姆,"['动作', '科幻', '动画', '奇幻', '冒险']",79分钟,2014,美国, 英语,7.9
372,环游世界八十天 Around The World In 80 Days,巴兹·库里克,约翰·盖伊,皮尔斯·布鲁斯南,艾瑞克·爱都,朱莉娅·尼克森,"['剧情', '科幻', '冒险']",Spain: 210 分钟,1989,美国 / 意大利 / 西德 / 南斯拉夫, 英语 / 法语,7.9
373,第二生命 Seconds,约翰·弗兰克海默,David Ely,罗克·赫德森,Salome Jens,John Randolph,"['剧情', '科幻', '悬疑', '惊悚']",106分钟,1966,美国, 英语,7.9
374,电脑梦幻曲 Electric Dreams,斯蒂夫·巴伦,Rusty Lemorande,Lenny von Dohlen,Virginia Madsen,Maxwell Caulfield,"['剧情', '喜剧', '爱情', '科幻', '音乐']",95 分钟,1984,美国 / 英国, 英语,7.9
375,电磁人 Electroma,托马斯·班加尔特,托马斯·班加尔特,Peter Hurteau,Michael Reich,Helena Stoddard,"['剧情', '科幻']",USA: 74 分钟,2006,法国 / 美国, 无对白,7.9
376,2012,罗兰·艾默里奇,罗兰·艾默里奇,约翰·库萨克,切瓦特·埃加福特,阿曼达·皮特,"['动作', '科幻', '冒险', '灾难']",158分钟,2009,美国 / 加拿大, 英语 / 法语 / 藏语 / 汉语普通话 / 俄语 / 印地语 / 葡萄牙语 / 拉丁语 / 意大利语,7.8
377,美国队长3 Captain America: Civil War,安东尼·罗素,克里斯托弗·马库斯,克里斯·埃文斯,小罗伯特·唐尼,斯嘉丽·约翰逊,"['动作', '科幻', '冒险']",148分钟(中国大陆),2016,美国, 科萨语 / 英语 / 德语 / 俄语 / 罗马尼亚语,7.8
378,地心引力 Gravity,阿方索·卡隆,阿方索·卡隆,桑德拉·布洛克,乔治·克鲁尼,艾德·哈里斯,"['科幻', '惊悚', '灾难']",91分钟,2013,美国 / 英国, 英语 / 格陵兰语,7.8
379,海市蜃楼 Durante la tormenta,奥里奥尔·保罗,奥里奥尔·保罗,阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫奇,"['科幻', '悬疑', '惊悚']",128分钟,2018,西班牙, 西班牙语,7.8
380,前目的地 Predestination,迈克尔·斯派瑞,迈克尔·斯派瑞,伊桑·霍克,莎拉·斯努克,诺亚·泰勒,"['科幻', '悬疑']",97分钟,2014,澳大利亚, 英语,7.8
381,少数派报告 Minority Report,史蒂文·斯皮尔伯格,斯科特·弗兰克,汤姆·克鲁斯,科林·法瑞尔,马克斯·冯·叙多夫,"['科幻', '惊悚', '犯罪']",145分钟,2002,美国, 英语 / 瑞典语,7.8
382,星河战队 Starship Troopers,保罗·范霍文,爱德华·诺麦尔,卡斯帕·凡·迪恩,迪娜·迈耶,丹妮丝·理查兹,"['动作', '科幻', '惊悚', '冒险']",129 分钟,1997,美国, 英语,7.8
383,云的彼端，约定的地方 雲のむこう、約束の場所,新海诚,新海诚,吉冈秀隆,萩原圣人,南里侑香,"['剧情', '科幻', '动画']",91分钟,2004,日本, 日语,7.8
384,乐高DC超级英雄：闪电侠 Lego DC Comics Super Heroes: The Flash,伊桑·斯波尔丁,詹姆斯·克里格,詹姆斯·阿诺德·泰勒,德怀特·舒尔茨,特罗伊·贝克,"['动作', '科幻', '动画']",78分钟,2018,美国, 英语,7.5
385,外星人报到 My Favorite Martian,唐纳德·佩特瑞,丁纳 奥利弗 (Deanna Oliver),克里斯托弗·洛伊德,杰夫·丹尼尔斯,伊丽莎白·赫利,"['喜剧', '科幻', '家庭']",94 分钟,1999,美国, 英语,7.5
386,华氏451度 Fahrenheit 451,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,奥斯卡·威内尔,朱莉·克里斯蒂,西里尔·库萨克,"['剧情', '科幻', '惊悚']",112 分钟,1966,英国, 英语,7.5
387,控制 Control,蒂姆·亨特,托德·斯拉维京,雷·利奥塔,威廉·达福,米歇尔·罗德里格兹,"['科幻', '惊悚', '犯罪']",90分钟,2004,阿鲁巴岛 / 美国, 英语,7.5
388,床伴 Spooners,Bryan Horch,Bryan Horch,Walter Replogle,Ben Lerman,Richard Ballon,"['喜剧', '科幻', '同性']",14分钟,2013,美国, 英语,7.5
389,无限斗界之暗夜双龙,刘方祺,王青,王青,冯建宇,类型:,"['剧情', '科幻', '悬疑']",89分钟,2016,中国大陆, 汉语普通话,7.5
390,天荒情未了 Forever Young,史蒂夫·迈纳,J·J·艾布拉姆斯,梅尔·吉布森,杰米·李·柯蒂斯,乔治·温迪特,"['喜剧', '爱情', '科幻', '冒险']",102 分钟,1992,美国, 英语,7.5
391,克娄巴特拉计划 クレオパトラ,手冢治虫,里吉しげみ,中山千夏,ハナ肇,吉村実子,"['剧情', '喜剧', '爱情', '科幻', '动画', '历史']",112 分钟,1970,日本, 日语,7.5
392,地心游记 Journey to the Center of the Earth,William Dear,大卫·M·埃文斯,David Dundara,Farrah Forke,Kim Miyori,['科幻'],90分钟,1993,美国, 英语,7.5
393,蜘蛛侠：英雄归来 Spider-Man: Homecoming,乔·沃茨,约翰·弗朗西斯·戴利,汤姆·赫兰德,小罗伯特·唐尼,玛丽莎·托梅,"['动作', '科幻', '冒险']",133分钟,2017,美国, 英语,7.4
394,雪国列车 설국열차,奉俊昊,奉俊昊,克里斯·埃文斯,杰米·贝尔,宋康昊,"['剧情', '动作', '科幻', '灾难']",125分钟(中国大陆),2013,韩国 / 捷克 / 美国 / 法国, 英语 / 韩语 / 日语 / 法语 / 捷克语,7.4
395,金刚狼 X-Men Origins: Wolverine,加文·胡德,戴维·贝尼奥夫,休·杰克曼,列维·施瑞博尔,瑞恩·雷诺兹,"['动作', '科幻']",107 分钟,2009,美国, 英语,7.4
396,异形：契约 Alien: Covenant,雷德利·斯科特,迈克尔·格林,迈克尔·法斯宾德,凯瑟琳·沃特斯顿,比利·克鲁德普,"['科幻', '恐怖']",122分钟,2017,美国, 英语,7.4
397,超凡蜘蛛侠2 The Amazing Spider-Man 2,马克·韦布,艾里克斯·库兹曼,安德鲁·加菲尔德,艾玛·斯通,杰米·福克斯,"['动作', '科幻', '冒险']",142分钟,2014,美国, 英语,7.4
398,蜘蛛侠2 Spider-Man 2,山姆·雷米,Alfred Gough,托比·马奎尔,克斯汀·邓斯特,詹姆斯·弗兰科,"['动作', '科幻', '冒险']",127 分钟,2004,美国, 英语 / 俄语 / 汉语普通话 / 西班牙语,7.4
399,僵尸世界大战 World War Z,马克·福斯特,马修·迈克尔·卡纳汉,布拉德·皮特,米瑞·伊诺丝,马修·福克斯,"['动作', '科幻', '恐怖']",116分钟,2013,美国, 英语 / 西班牙语 / 希伯来语 / 阿拉伯语,7.4
400,我的机器人女友 僕の彼女はサイボーグ,郭在容,郭在容,绫濑遥,小出惠介,阿井莉沙,"['喜剧', '动作', '爱情', '科幻']",115 分钟,2008,日本, 日语,7.4
401,星际迷航3：超越星辰 Star Trek Beyond,林诣彬,西蒙·佩吉,克里斯·派恩,扎克瑞·昆图,佐伊·索尔达娜,"['动作', '科幻', '冒险']",122分钟(中国大陆/美国),2016,美国, 英语,7.4
402,永无止境 Limitless,尼尔·博格,莱斯利·迪克逊,布莱德利·库珀,艾比·考尼什,罗伯特·德尼罗,"['科幻', '悬疑', '惊悚']",105分钟,2011,美国, 英语,7.4
403,寄生兽 寄生獣,山崎贵,岩明均,染谷将太,深津绘里,阿部隆史,"['剧情', '动作', '科幻', '恐怖']",109分钟,2014,日本, 日语,7.4
404,变形金刚3 Transformers: Dark of the Moon,迈克尔·贝,伊伦·克鲁格,希亚·拉博夫,罗茜·汉丁顿-惠特莉,乔什·杜哈明,"['动作', '科幻']",154分钟,2011,美国, 英语 / 西班牙语 / 俄语 / 荷兰语,7.1
405,大黄蜂 Bumblebee,特拉维斯·奈特,克里斯蒂娜·霍德森,海莉·斯坦菲尔德,小豪尔赫·兰登伯格,约翰·塞纳,"['动作', '科幻', '冒险']",114分钟,2018,美国 / 中国大陆, 英语,7.1
406,湮灭 Annihilation,亚历克斯·嘉兰,亚历克斯·嘉兰,娜塔莉·波特曼,詹妮弗·杰森·李,吉娜·罗德里格兹,"['剧情', '科幻', '惊悚']",115分钟,2018,美国 / 英国, 英语,7.1
407,星球大战7：原力觉醒 Star Wars: The Force Awakens,J·J·艾布拉姆斯,J·J·艾布拉姆斯,黛西·雷德利,约翰·博耶加,哈里森·福特,"['动作', '科幻', '冒险']",135分钟,2015,美国, 英语,7.1
408,星球大战8：最后的绝地武士 Star Wars: The Last Jedi,莱恩·约翰逊,莱恩·约翰逊,马克·哈米尔,凯丽·费雪,黛西·雷德利,"['动作', '科幻', '冒险']",152分钟,2017,美国, 英语,7.1
409,逃出克隆岛 The Island,迈克尔·贝,艾里克斯·库兹曼,伊万·麦克格雷格,斯嘉丽·约翰逊,杰曼·翰苏,"['动作', '爱情', '科幻', '悬疑', '惊悚', '冒险']",136分钟,2005,美国, 英语,7.1
410,预见未来 Next,李·塔玛霍瑞,加里·戈德曼,尼古拉斯·凯奇,朱丽安·摩尔,杰西卡·贝尔,"['动作', '科幻', '惊悚', '犯罪']",96 分钟,2007,美国, 英语 / 法语 / 德语 / 塞尔维亚语,7.1
411,侏罗纪公园3 Jurassic Park III,乔·庄斯顿,彼得·布奇曼,山姆·尼尔,威廉姆·H·梅西,蒂娅·里欧妮,"['动作', '科幻', '惊悚', '冒险']",92 分钟,2001,美国, 英语,7.1
412,异形3 Alien³,大卫·芬奇,大卫·吉勒,西格妮·韦弗,查尔斯·达顿,查尔斯·丹斯,"['动作', '科幻', '恐怖']",114分钟,1992,美国, 英语,7.1
413,惊变28天 28 Days Later...,丹尼·博伊尔,亚历克斯·嘉兰,基里安·墨菲,娜奥米·哈里斯,克里斯托弗·埃克莱斯顿,"['剧情', '科幻', '惊悚', '恐怖']",113分钟,2002,英国, 英语 / 西班牙语 / 芬兰语 / 法语 / 朝鲜手语 / 意大利语,7.1
414,天地大冲撞 Deep Impact,米密·莱德,布鲁斯·乔尔·鲁宾,伊莱贾·伍德,瓦妮莎·雷德格瑞夫,摩根·弗里曼,"['科幻', '灾难']",120 分钟,1998,美国, 英语,7.1
415,生化危机：恶化 バイオハザード ディジェネレーション,神谷诚,菅正太郎,保罗·默西埃,Alyson Court,劳拉·贝莉,"['动作', '科幻', '动画', '惊悚']",97分钟,2008,日本, 英语 / 日语,7.1
416,蒙上你的眼 Bird Box,苏珊娜·比尔,埃里克·海瑟尔,桑德拉·布洛克,崔凡特·罗兹,约翰·马尔科维奇,"['剧情', '科幻', '惊悚']",124分钟,2018,美国, 英语,7.1
417,星际传奇 Pitch Black,大卫·杜西,Jim Wheat,范·迪塞尔,拉达·米切尔,科尔·豪瑟,"['动作', '科幻', '惊悚']",109 分钟,2000,美国, 英语 / 阿拉伯语,7.1
418,时间机器 The Time Machine,西蒙·威尔斯,大卫·邓肯,盖·皮尔斯,萨曼莎·穆巴,马克·阿蒂,"['动作', '科幻', '冒险']",96 分钟,2002,美国, 英语,7.1
419,深海狂鲨 Deep Blue Sea,雷尼·哈林,Duncan Kennedy,托马斯·简,萨弗蓉·布罗斯,塞缪尔·杰克逊,"['动作', '科幻', '惊悚', '灾难']",105 分钟,1999,美国 / 澳大利亚, 英语,7.1
420,感官游戏 eXistenZ,大卫·柯南伯格,大卫·柯南伯格,詹妮弗·杰森·李,裘德·洛,伊安·霍姆,"['科幻', '惊悚', '冒险']",97分钟,1999,加拿大 / 英国 / 法国, 英语,7.1
421,2077日本锁国 ベクシル 2077日本鎖国,曾利文彦,半田遥,黑木美沙,松雪泰子,谷原章介,"['动作', '科幻', '动画']",109分钟,2007,日本, 日语,7.1
422,深海圆疑 Sphere,巴瑞·莱文森,Stephen Hauser,达斯汀·霍夫曼,莎朗·斯通,塞缪尔·杰克逊,"['科幻', '悬疑', '惊悚', '恐怖']",134 分钟,1998,美国, 英语,7.1
423,比尔和泰德畅游鬼门关 Bill & Ted's Bogus Journey,Peter Hewitt (I),Richard Christian Matheson,Keanu Reeves,Alex Winter,William Sadler,"['喜剧', '科幻', '奇幻', '冒险']",93 分钟,1991,美国, 英语 / 意大利语 / 俄语,6.9
424,自然城市 내츄럴 시티,闵丙天,闵丙天,刘智泰,徐琳,李在恩,"['剧情', '动作', '爱情', '科幻']",113分钟,2003,韩国, 韩语,6.9
425,饥饿游戏 The Hunger Games,盖瑞·罗斯,苏珊·科林斯,詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯,"['动作', '科幻', '冒险']",142分钟,2012,美国, 英语,6.8
426,美国队长 Captain America: The First Avenger,乔·庄斯顿,克里斯托弗·马库斯,克里斯·埃文斯,海莉·阿特维尔,塞巴斯蒂安·斯坦,"['动作', '科幻', '冒险']",124分钟(美国),2011,美国, 英语 / 挪威语 / 法语,6.8
427,异形大战铁血战士 AVP: Alien vs. Predator,保罗·安德森,丹·欧班农,桑娜·莱瑟,雷欧·波瓦,兰斯·亨利克森,"['动作', '科幻', '惊悚']",101分钟,2004,美国 / 德国 / 捷克 / 英国, 英语 / 意大利语,6.8
428,科洛弗道10号 10 Cloverfield Lane,丹·特拉亨伯格,乔什·坎贝尔,约翰·古德曼,玛丽·伊丽莎白·温斯特德,小约翰·加拉赫,"['科幻', '悬疑', '惊悚']",103分钟,2016,美国, 英语,6.8
429,阿童木 Astro Boy,大卫·博维斯,蒂莫西·哈里斯,弗莱迪·海默,克里斯汀·贝尔,尼古拉斯·凯奇,"['动作', '科幻', '动画', '家庭']",94 分钟,2009,香港 / 美国 / 日本, 英语,6.8
430,决战猩球 Planet of the Apes,蒂姆·波顿,皮埃尔·布尔,马克·沃尔伯格,海伦娜·伯翰·卡特,蒂姆·罗斯,"['动作', '科幻', '惊悚', '冒险']",119 分钟,2001,美国, 英语,6.8
431,微光城市 City of Ember,吉尔·克兰,卡罗琳·汤普森,大卫·莱尔,伊恩·麦克尔希尼,哈里·崔德威,"['剧情', '科幻', '冒险']",94分钟,2008,美国, 英语,6.8
432,光晕4：航向黎明号 Halo 4: Forward Unto Dawn,斯特瓦特·亨德尔,Todd Helbing,汤姆·格林,安娜·帕波维尔,丹尼尔·库德摩尔,"['动作', '科幻', '冒险']",91分钟,2012,美国, 英语,6.8
433,白金数据 プラチナデータ,大友启史,浜田秀哉,二宫和也,丰川悦司,铃木保奈美,"['科幻', '犯罪']",133分钟,2013,日本, 日语,6.8
434,橘色奇迹 orange オレンジ,桥本光二郎,金子亚里纱,土屋太凤,山崎贤人,龙星凉,"['剧情', '爱情', '科幻']",139分钟,2015,日本, 日语,6.8
435,进化危机 Evolution,伊万·雷特曼,Don Jakoby,大卫·杜楚尼,朱丽安·摩尔,奥兰多·琼斯,"['喜剧', '科幻']",101 分钟,2001,美国, 英语,6.8
436,黑洞表面 Event Horizon,保罗·安德森,Philip Eisner,劳伦斯·菲什伯恩,山姆·尼尔,凯瑟琳·奎南,"['科幻', '悬疑', '恐怖']",96 分钟,1997,英国 / 美国, 英语 / 拉丁语,6.8
437,老师不是人 The Faculty,罗伯特·罗德里格兹,凯文·威廉姆森,乔什·哈奈特,伊莱贾·伍德,克里·杜瓦尔,"['科幻', '悬疑', '惊悚', '恐怖']",104 分钟,1998,美国, 英语,6.8
438,51号星球 Planet 51,Jorge Blanco,Joe Stillman,道恩·强森,杰西卡·贝尔,贾斯汀·朗,"['喜剧', '科幻', '动画', '家庭', '奇幻', '冒险']",USA: 91 分钟,2009,西班牙 / 英国 / 美国, 英语 / 西班牙,6.8
439,天外来菌 The Andromeda Strain,迈克尔·塞洛蒙,罗伯特·申坎,本杰明·布拉特,克瑞丝塔·米勒,路易斯·费雷拉,"['剧情', '科幻', '灾难']",174分钟,2008,美国, 英语,6.8
440,穿越火线 Август. Восьмого,贾尼克·法伊济耶夫,贾尼克·法伊济耶夫,斯维特兰娜·伊万诺娃,弗拉季米尔·弗多维琴科夫,尤里·库琴科,"['剧情', '动作', '科幻', '战争']",105分钟(中国大陆),2012,俄罗斯, 俄语,6.8
441,20世纪少年 20世紀少年 第1章 終わりの始まり,堤幸彦,福田靖,唐泽寿明,丰川悦司,常盘贵子,"['科幻', '悬疑', '奇幻', '冒险']",142 分钟,2008,日本, 日语 / 泰语 / 英语,6.8
442,变形黑侠 Darkman,山姆·雷米,山姆·雷米,连姆·尼森,弗兰西斯·麦克多蒙德,科林·弗瑞尔斯,"['动作', '科幻', '惊悚', '犯罪']",96 分钟,1990,美国, 英语,6.6
443,穿墙隐形人 Memoirs of an Invisible Man,约翰·卡朋特,H.F. Saint,切维·切斯,达丽尔·汉纳,山姆·尼尔,"['喜剧', '爱情', '科幻']",99 分钟,1992,美国 / 法国, 英语,6.6
444,忍者神龟2 Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,凯文·伊斯特曼,佩姬-图柯,大卫·沃纳,Michelan Sisti,"['喜剧', '动作', '科幻', '家庭', '冒险']",88 分钟,1991,美国 / 香港, 英语,6.6
445,正义联盟 Justice League,扎克·施奈德,扎克·施奈德,本·阿弗莱克,亨利·卡维尔,盖尔·加朵,"['动作', '科幻', '奇幻', '冒险']",120分钟,2017,美国, 英语 / 冰岛语 / 俄语,6.5
446,生化危机：终章 Resident Evil: The Final Chapter,保罗·安德森,保罗·安德森,米拉·乔沃维奇,伊恩·格雷,艾丽·拉特,"['动作', '科幻', '恐怖']",106分钟(美国),2016,美国, 英语,6.5
447,生化危机4：战神再生 Resident Evil: Afterlife,保罗·安德森,保罗·安德森,米拉·乔沃维奇,艾丽·拉特,温特沃斯·米勒,"['动作', '科幻', '恐怖']",97分钟,2010,德国 / 法国 / 美国 / 加拿大, 英语 / 日语,6.5
