,a,c,e,g,i,k,l,m,n,o,p,q
872,405谋杀案,沈耀庭,于本正,仲星火,徐敏,严翔,"['悬疑', '惊悚']",97分钟,1980,中国大陆, 汉语普通话,8.4
873,足迹 Sleuth,约瑟夫·L·曼凯维奇,安东尼·沙弗尼,劳伦斯·奥利弗,迈克尔·凯恩,亚历克·考索恩,"['悬疑', '惊悚']",138分钟,1972,英国 / 美国, 英语 / 意大利语,8.4
874,泯灭天使 El ángel exterminador,路易斯·布努埃尔,路易斯·布努埃尔,西尔维娅·皮纳尔,恩里克·兰巴尔,克劳迪奥·布鲁克,"['剧情', '喜剧', '悬疑', '奇幻']",95 分钟,1962,墨西哥, 西班牙语,8.4
875,饥饿海峡 飢餓海峡,内田吐梦,铃木尚之,三国连太郎,左幸子,高仓健,"['剧情', '悬疑', '犯罪']",183分钟,1965,日本, 日语,8.4
876,马布斯博士的遗嘱 Das Testament des Dr. Mabuse,弗里茨·朗,弗里茨·朗,奥斯卡·拜赖吉,Paul Bernd,Henry Bless,"['悬疑', '犯罪', '奇幻']",122 分钟,1933,德国, 德语,8.4
877,救命！ Help!,理查德·莱斯特,查尔斯·伍德,约翰·列侬,保罗·麦卡特尼,乔治·哈里逊,"['喜剧', '悬疑', '歌舞', '奇幻']",90 分钟,1965,英国, 英语,8.4
878,穆赫兰道 Mulholland Dr.,大卫·林奇,大卫·林奇,娜奥米·沃茨,劳拉·哈灵,安·米勒,"['剧情', '悬疑', '惊悚']",147分钟,2001,法国 / 美国, 英语 / 西班牙语,8.3
879,暴裂无声,忻钰坤,忻钰坤,宋洋,姜武,袁文康,"['剧情', '悬疑', '犯罪']",120分钟,2017,中国大陆, 汉语普通话,8.3
880,调音师 Andhadhun,斯里兰姆·拉格万,阿里吉特·比斯沃斯,阿尤斯曼·库拉纳,塔布,拉迪卡·艾普特,"['喜剧', '悬疑', '惊悚', '犯罪']",139分钟,2018,印度, 印地语,8.3
881,赎罪 Atonement,乔·赖特,克里斯托弗·汉普顿,詹姆斯·麦卡沃伊,西尔莎·罗南,凯拉·奈特莉,"['剧情', '爱情', '悬疑', '战争']",123分钟,2007,英国 / 法国, 英语 / 法语,8.3
882,守望者 Watchmen,扎克·施奈德,大卫·海特,帕特里克·威尔森,卡拉·古奇诺,比利·克鲁德普,"['动作', '科幻', '悬疑']",162分钟,2009,美国, 英语,8.3
883,最佳出价 La migliore offerta,朱塞佩·托纳多雷,朱塞佩·托纳多雷,杰弗里·拉什,吉姆·斯特吉斯,西尔维娅·侯克斯,"['剧情', '爱情', '悬疑']",131分钟,2013,意大利, 英语,8.3
884,斯泰尔斯庄园奇案 Poirot: The Mysterious Affair at Styles,罗斯·大卫尼斯,克里夫·埃克斯顿,大卫·苏切,菲利普·杰克森,休·弗拉瑟,"['悬疑', '犯罪']",104分钟,1990,英国, 英语,7.9
885,牛的见证 Vacas,胡里奥·密谭,胡里奥·密谭,埃玛·苏亚雷斯,卡梅洛·戈麦斯,安娜·托伦特,"['剧情', '爱情', '悬疑', '战争']",96 分钟,1992,西班牙, 西班牙语,7.9
886,巧克力盒谜案 Poirot: The Chocolate Box,安德鲁·格里弗,阿加莎·克里斯蒂,大卫·苏切,菲利普·杰克森,安娜·钱斯勒,"['悬疑', '犯罪']",50分钟,1993,英国, 英语,7.9
887,第二生命 Seconds,约翰·弗兰克海默,David Ely,罗克·赫德森,Salome Jens,John Randolph,"['剧情', '科幻', '悬疑', '惊悚']",106分钟,1966,美国, 英语,7.9
888,“大都市”酒店珠宝失窃案 Poirot: Jewel Robbery at the Grand Metropolitan,安德鲁·格里弗,安东尼·赫洛维兹,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['剧情', '悬疑', '犯罪']",52分钟,1993,英国, 英语,7.9
889,魔手 Marple: The Moving Finger,汤姆·森兰,阿加莎·克里斯蒂,杰拉尔丁·麦克伊万,弗朗西斯·德·拉·图瓦,伊莫金·斯塔布斯,"['爱情', '悬疑', '犯罪']",93分钟,2006,英国, 英语,7.9
890,妙先生之雁落大道,不思凡,不思凡,小连杀,大象,V7,"['动画', '悬疑', '奇幻', '冒险']",8分钟,2014,中国大陆, 汉语普通话,7.9
891,重返奥兹国 Return to Oz,沃尔特·默奇,吉尔·丹尼斯,费尔鲁扎·鲍克,尼科尔·威廉森,吉恩·马修,"['悬疑', '家庭', '奇幻', '冒险']",113 分钟,1985,英国 / 美国, 英语,7.9
892,潘神的迷宫 El laberinto del fauno,吉尔莫·德尔·托罗,吉尔莫·德尔·托罗,伊万娜·巴克罗,塞尔希·洛佩斯,玛丽维尔·贝尔杜,"['剧情', '悬疑', '战争', '奇幻']",118分钟(英国),2006,西班牙 / 墨西哥 / 美国, 西班牙语,7.8
893,招魂 The Conjuring,温子仁,查德·海斯,维拉·法米加,帕特里克·威尔森,莉莉·泰勒,"['悬疑', '惊悚', '恐怖']",112分钟,2013,美国, 英语 / 拉丁语,7.8
894,海市蜃楼 Durante la tormenta,奥里奥尔·保罗,奥里奥尔·保罗,阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫奇,"['科幻', '悬疑', '惊悚']",128分钟,2018,西班牙, 西班牙语,7.8
895,前目的地 Predestination,迈克尔·斯派瑞,迈克尔·斯派瑞,伊桑·霍克,莎拉·斯努克,诺亚·泰勒,"['科幻', '悬疑']",97分钟,2014,澳大利亚, 英语,7.8
896,生死狙击 Shooter,安东尼·福奎阿,乔纳森·勒姆金,马克·沃尔伯格,凯特·玛拉,迈克尔·佩纳,"['动作', '悬疑', '惊悚', '犯罪']",124分钟,2007,美国, 英语,7.8
897,活埋 Buried,罗德里戈·科尔特斯,克里斯·斯帕林,瑞恩·雷诺兹,何塞·路易斯·加西亚·佩雷斯,罗伯特·帕特森,"['剧情', '悬疑', '惊悚']",95 分钟,2010,西班牙 / 美国 / 法国, 英语,7.8
898,大开眼戒 Eyes Wide Shut,斯坦利·库布里克,斯坦利·库布里克,汤姆·克鲁斯,妮可·基德曼,麦迪逊·埃金顿,"['剧情', '悬疑', '惊悚', '情色']",159 分钟,1999,英国 / 美国, 英语,7.8
899,福尔摩斯先生 Mr. Holmes,比尔·康顿,米切·库林,伊恩·麦克莱恩,劳拉·琳妮,真田广之,"['剧情', '悬疑', '犯罪']",104分钟,2015,英国 / 美国, 英语 / 日语,7.8
900,遗产风波 Poirot: Taken at the Flood,安迪·威尔逊,阿加莎·克里斯蒂,大卫·苏切,艾略特·科万,珍妮·艾加特,"['悬疑', '惊悚', '犯罪']",93分钟,2006,英国, 英语,7.6
901,柳巷芳草 Klute,艾伦·J·帕库拉,安迪·刘易斯,简·方达,唐纳德·萨瑟兰,查尔斯·乔菲,"['爱情', '悬疑', '惊悚']",114 分钟,1971,美国, 英语,7.6
902,流浪者之歌 ツィゴイネルワイゼン,铃木清顺,田中阳造,原田芳雄,大谷直子,藤田敏八,"['悬疑', '恐怖']",144 分钟,1980,日本, 日语,7.6
903,三面夏娃 The Three Faces of Eve,农纳利·约翰逊,Corbett Thigpen,乔安娜·伍德沃德,David Wayne,李·科布,"['剧情', '悬疑']",91 分钟,1957,美国, 英语,7.6
904,双重罪恶 Poirot: Double Sin,Richard Spence,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['悬疑', '犯罪']",50分钟,1990,英国, 英语,7.6
905,低价租房奇遇记 Poirot: The Adventure of the Cheap Flat,理查德·斯宾塞,罗素·穆雷,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['悬疑', '犯罪']",50分钟,1990,英国, 英语,7.6
906,死人之镜 Poirot: Dead Man's Mirror,Brian Farnham,安东尼·赫洛维兹,大卫·苏切,菲利普·杰克森,休·弗拉瑟,"['悬疑', '惊悚', '恐怖', '犯罪']",52分钟,1993,英国, 英语,7.6
907,北斗七星 Vaghe stelle dell'Orsa...,卢基诺·维斯康蒂,苏索·切基·达米科,克劳迪娅·卡汀娜,让·索雷尔,迈克尔·克雷格,"['剧情', '悬疑', '战争']",105分钟,1965,意大利, 意大利语 / 希伯来语 / 法语 / 英语,7.6
908,唐人街探案,陈思诚,陈思诚,王宝强,刘昊然,佟丽娅,"['喜剧', '动作', '悬疑']",135分钟,2015,中国大陆, 汉语普通话 / 泰语 / 英语,7.5
909,林中小屋 The Cabin in the Woods,德鲁·高达,德鲁·高达,克里斯汀·康奈利,理查德·詹金斯,弗兰·克朗茨,"['喜剧', '悬疑', '恐怖']",95分钟,2012,美国, 英语 / 日语,7.5
910,踏血寻梅 踏血尋梅,翁子光,翁子光,郭富城,春夏,白只,"['剧情', '悬疑', '犯罪']",120分钟(导演版),2015,香港, 粤语 / 汉语普通话 / 湖南方言,7.5
911,空中营救 Non-Stop,佐米·希尔拉,约翰·W·理查森,连姆·尼森,朱丽安·摩尔,斯科特·麦克纳里,"['动作', '悬疑', '惊悚', '灾难']",106分钟,2014,英国 / 法国 / 美国, 英语 / 德语,7.5
912,生死停留 Stay,马克·福斯特,戴维·贝尼奥夫,伊万·麦克格雷格,瑞恩·高斯林,娜奥米·沃茨,"['剧情', '悬疑', '惊悚']",99 分钟,2005,美国, 英语,7.5
913,双瞳,陈国富,苏照彬,梁家辉,刘若英,戴立忍,"['悬疑', '恐怖']",113分钟,2002,香港 / 台湾, 汉语普通话 / 台语 / 英语,7.5
914,斯托克 Stoker,朴赞郁,温特沃斯·米勒,米娅·华希科沃斯卡,妮可·基德曼,马修·古迪,"['剧情', '悬疑', '惊悚']",99分钟,2013,美国 / 英国, 英语,7.5
915,影子写手 The Ghost Writer,罗曼·波兰斯基,罗伯特·哈里斯,伊万·麦克格雷格,皮尔斯·布鲁斯南,奥莉维亚·威廉姆斯,"['剧情', '悬疑', '惊悚']",128分钟,2010,法国 / 德国 / 英国, 英语,7.5
916,白雪公主杀人事件 白ゆき姫殺人事件,中村义洋,林民夫,井上真央,绫野刚,菜菜绪,"['剧情', '悬疑']",126分钟,2014,日本, 日语,7.5
917,盲证 블라인드,安相勋,崔民硕,金荷娜,俞承豪,曹熙奉,"['剧情', '悬疑', '犯罪']",111分钟,2011,韩国, 韩语,7.5
918,嫌疑人X的献身 용의자X,方银振,金兑玧,李枖原,柳昇范,赵震雄,"['剧情', '爱情', '悬疑', '犯罪']",110分钟,2012,韩国, 韩语,7.5
919,普利茅斯快车上的谋杀案 Poirot: The Plymouth Express,安德鲁·派丁顿,Rod Beachem,大卫·苏切,菲利普·杰克森,休·弗拉瑟,"['剧情', '悬疑', '惊悚', '犯罪']",51分钟,1991,英国, 英语,7.3
920,豹族 Cat People,雅克·特纳,德威特·博丁,西蒙妮·西蒙,肯特·史密斯,汤姆·康威,"['悬疑', '恐怖']",73分钟,1942,美国, 英语 / 捷克语 / 塞尔维亚语,7.3
921,漫长美好的星期五 The Long Good Friday,约翰·麦肯齐,巴瑞·科菲,鲍勃·霍斯金斯,海伦·米伦,戴夫·金,"['剧情', '悬疑', '惊悚', '犯罪']",114 分钟,1980,英国, 英语 / 法语,7.3
922,51号兵站,刘琼,张渭清,邓楠,李纬,梁波罗,"['剧情', '悬疑']",94分钟,1961,中国大陆, 普通话,7.3
923,东方快车谋杀案 Murder on the Orient Express,卡尔·谢恩克尔,阿加莎·克里斯蒂,阿尔弗雷德·莫里纳,塔莎·德·瓦斯康赛洛丝,大卫·亨特,"['剧情', '悬疑', '犯罪']",90分钟,2001,美国, 英语,7.3
924,特工绍特 Salt,菲利普·诺伊斯,科特·维莫,安吉丽娜·朱莉,列维·施瑞博尔,切瓦特·埃加福特,"['动作', '悬疑', '惊悚']",100分钟,2010,美国, 英语 / 俄语 / 朝鲜语,7.2
925,哭声 곡성,罗泓轸,罗泓轸,郭度沅,黄政民,千禹熙,"['剧情', '悬疑', '恐怖']",156分钟,2016,韩国, 韩语 / 日语,7.2
926,大追捕,周显扬,杜致朗,张家辉,任达华,王敏德 ,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",107分钟,2012,香港 / 中国大陆, 粤语,7.2
927,极寒之城 Atomic Blonde,大卫·雷奇,库尔特·约恩斯塔德,查理兹·塞隆,詹姆斯·麦卡沃伊,埃迪·马森,"['动作', '悬疑', '惊悚']",115分钟,2017,美国 / 德国 / 瑞典, 英语 / 德语 / 俄语 / 瑞典语,7.2
928,独家新闻 Scoop,伍迪·艾伦,伍迪·艾伦,斯嘉丽·约翰逊,休·杰克曼,伍迪·艾伦,"['喜剧', '爱情', '悬疑', '奇幻']",96分钟,2006,英国 / 美国, 英语,7.2
929,第九道门 The Ninth Gate,罗曼·波兰斯基,阿图罗·佩雷斯–雷维特,约翰尼·德普,弗兰克·兰格拉,莉娜·奥琳,"['剧情', '悬疑', '惊悚', '恐怖', '奇幻']",133 分钟,1999,法国 / 西班牙 / 美国, 英语 / 法语 / 拉丁语 / 葡萄牙语 / 西班牙语,7.2
930,怪兽屋 Monster House,吉尔·克兰,丹·哈萌,米切尔·莫索,山姆·勒纳,史宾塞·洛克,"['动画', '悬疑', '惊悚', '恐怖', '奇幻']",91分钟,2006,美国, 英语,7.2
931,玩命记忆 Unknown,西蒙·布兰德,Matthew Waynee,格雷戈·金尼尔,布丽姬·穆娜,吉姆·卡维泽,"['剧情', '悬疑', '惊悚', '犯罪']",85 分钟,2006,美国, 英语,7.2
932,夺命手术 Awake,Joby Harold,Joby Harold,海登·克里斯滕森,杰西卡·阿尔芭,泰伦斯·霍华德,"['悬疑', '惊悚', '犯罪']",84 分钟,2007,美国, 英语 / 日语,7.2
933,22年后的自白 22年目の告白 私が殺人犯です,入江悠,入江悠,藤原龙也,伊藤英明,夏帆,"['剧情', '悬疑', '犯罪']",118分钟,2017,日本, 日语,7.2
934,魔女 마녀,朴勋政,朴勋政,金多美,赵敏修,朴熙顺,"['动作', '悬疑']",125分钟,2018,韩国, 韩语,7.2
935,高度怀疑 Beyond a Reasonable Doubt,彼得·海姆斯,彼得·海姆斯,杰西·麦特卡尔菲,迈克尔·道格拉斯,爱波·塔布琳,"['剧情', '悬疑', '惊悚', '犯罪']",106 分钟,2009,美国, 英语,7.2
936,死路 Dead End,让-巴普蒂斯特·安德烈,让-巴普蒂斯特·安德烈,亚历山德拉·霍尔登,雷·怀斯,林·沙烨,"['悬疑', '恐怖']",85分钟,2003,法国, 英语,7.2
937,东方快车谋杀案 Murder on the Orient Express,肯尼思·布拉纳,迈克尔·格林,肯尼思·布拉纳,佩内洛普·克鲁兹,威廉·达福,"['剧情', '悬疑', '犯罪']",114分钟,2017,美国 / 马耳他, 英语 / 法语 / 德语 / 阿拉伯语,6.9
938,听风者,麦兆辉,麦兆辉,梁朝伟,周迅,范晓萱,"['剧情', '悬疑']",120分钟,2012,中国大陆 / 香港, 汉语普通话 / 粤语,6.9
939,遗落战境 Oblivion,约瑟夫·科辛斯基,约瑟夫·科辛斯基,汤姆·克鲁斯,摩根·弗里曼,欧嘉·柯瑞兰寇,"['动作', '科幻', '悬疑', '冒险']",124分钟,2013,美国, 英语,6.9
940,终极面试 Exam,斯图尔特·哈泽尔丁,斯图尔特·哈泽尔丁,卢克·梅伯利,科林·萨蒙,吉米·米斯特雷,"['悬疑', '惊悚']",101 分钟,2009,英国, 英语 / 法语 / 粤语,6.9
941,黑镜：潘达斯奈基 Black Mirror: Bandersnatch,大卫·斯雷德,查理·布鲁克,菲恩·怀特海德,克雷格·帕金森,爱丽丝·洛维,"['剧情', '科幻', '悬疑', '惊悚']",90分钟,2018,英国 / 美国, 英语,6.9
942,白夜行 백야행 : 하얀 어둠 속을 걷다,朴信宇,东野圭吾,孙艺珍,韩石圭,高修,"['爱情', '悬疑']",135分钟,2009,韩国, 韩语,6.9
943,魔法奇幻秀 The Imaginarium of Doctor Parnassus,特瑞·吉列姆,特瑞·吉列姆,希斯·莱杰,克里斯托弗·普卢默,莉莉·科尔,"['悬疑', '奇幻', '冒险']",123 分钟,2009,英国 / 加拿大 / 法国, 英语 / 俄语 / 法语,6.9
944,鬼来电 着信アリ,三池崇史,秋元康,柴崎幸,堤真一,吹石一惠,"['悬疑', '恐怖']",112 分钟,2003,日本, 日语,6.9
945,宿敌 Enemy,丹尼斯·维伦纽瓦,若泽·萨拉马戈,杰克·吉伦哈尔,梅拉尼·罗兰,莎拉·加顿,"['剧情', '悬疑', '惊悚']",91分钟,2013,加拿大 / 西班牙 / 法国, 英语,6.9
946,皇家酒店谋杀案 Bad Times at the El Royale,德鲁·高达,德鲁·高达,杰夫·布里吉斯,辛西娅·艾莉佛,达科塔·约翰逊,"['剧情', '悬疑', '惊悚', '犯罪']",141分钟,2018,美国, 英语,6.9
947,粉红豹2 The Pink Panther 2,哈罗德·兹瓦特,斯科特·纽斯塔德,史蒂夫·马丁,让·雷诺,艾米莉·莫迪默,"['喜剧', '悬疑', '犯罪', '冒险']",92 分钟,2009,美国, 英语,6.9
948,国家要案 State of Play,凯文·麦克唐纳,Matthew Michael Carnahan,罗素·克劳,本·阿弗莱克,瑞秋·麦克亚当斯,"['剧情', '悬疑', '惊悚']",127 分钟,2009,美国 / 英国 / 法国, 英语,6.9
949,协商 협상,李钟奭,崔成贤,孙艺珍,玄彬,金相浩,"['动作', '悬疑', '犯罪']",114分钟,2018,韩国, 韩语,6.9
950,罪途1之死亡列车,马小刚,海分形,韩朴俊,朱颜曼滋,李心敏,"['剧情', '悬疑', '犯罪']",70分钟,2018,中国大陆, 汉语普通话,6.9
951,僵尸家族 殭屍家族,刘观伟,黄炳耀,元彪,李赛凤,林正英,"['喜剧', '悬疑']",89 分钟,1986,香港, 粤语,6.9
952,悲梦 비몽,金基德,金基德,小田切让,李奈映,朴智娥,"['剧情', '爱情', '悬疑', '奇幻']",93分钟,2008,韩国, 日语 / 韩语,6.9
953,火车 화차,边永柱,宫部美雪,李善均,金敏喜,宋昰昀,"['剧情', '悬疑', '恐怖']",115分钟,2012,韩国, 韩语,6.9
954,神秘村 The Village,M·奈特·沙马兰,M·奈特·沙马兰,布莱丝·达拉斯·霍华德,杰昆·菲尼克斯,艾德里安·布洛迪,"['悬疑', '惊悚']",108 分钟,2004,美国, 英语,6.9
955,黑暗 Tenebre,达里奥·阿基多,达里奥·阿基多,安东尼·弗兰西欧萨,Christian Borromeo,Mirella D'Angelo,"['悬疑', '惊悚', '恐怖']",110 分钟,1982,意大利, 意大利语,6.7
956,城堡 Das Schloß,迈克尔·哈内克,迈克尔·哈内克,乌尔里希·穆埃,苏珊娜·洛塔尔,弗朗克·吉林,"['剧情', '悬疑']",123 分钟,1997,德国 / 奥地利, 德语,6.7
957,纸盒藏尸之公审 紙盒藏屍之公審,陈奥图,蔡婷婷,任达华,叶童,董骠,"['悬疑', '恐怖']",93 分钟,1993,香港, 粤语,6.7
958,吓破胆 Tourist Trap,戴维·施莫勒,戴维·施莫勒,查克·康诺斯,Jocelyn Jones,Jon Van Ness,"['悬疑', '惊悚', '恐怖']",90 分钟,1979,美国, 英语,6.7
959,惊天魔盗团2 Now You See Me 2,朱浩伟,艾德·索罗门,杰西·艾森伯格,马克·鲁弗洛,伍迪·哈里森,"['剧情', '悬疑', '犯罪']",130分钟,2016,美国, 英语 / 汉语普通话 / 粤语,6.6
960,致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,朱利安·费罗斯,约翰尼·德普,安吉丽娜·朱莉,卢夫斯·塞维尔,"['剧情', '悬疑', '惊悚']",105分钟,2010,美国 / 法国 / 意大利, 英语 / 法语 / 意大利语 / 俄语 / 西班牙语,6.6
961,武侠,陈可辛,林爱华,甄子丹,金城武,汤唯,"['剧情', '动作', '悬疑', '武侠']",115分钟,2011,香港 / 中国大陆, 汉语普通话 / 粤语 / 四川话,6.6
962,枪王之王,尔冬升,尔冬升,古天乐,吴彦祖,李冰冰,"['动作', '悬疑', '惊悚']",117分钟,2010,香港 / 中国大陆, 粤语 / 汉语普通话,6.6
963,卢浮魅影 Belphégor - Le fantôme du Louvre,让-保尔·萨罗米,让-保尔·萨罗米,苏菲·玛索,米歇尔·塞罗尔,弗雷德里克·迪芬塔尔,"['悬疑', '恐怖', '奇幻']",97 分钟,2001,法国, 法语,6.6
964,黑处有什么,王一淳,王一淳,苏晓彤,郭笑,陆琦蔚,"['剧情', '悬疑', '犯罪']",105分钟(公映版),2015,中国大陆, 汉语普通话,6.6
965,Office有鬼,麦子善,王晶,陈小春,冯德伦,莫文蔚,"['剧情', '悬疑', '惊悚', '恐怖']",84分钟,2002,香港, 粤语,6.6
966,C+侦探 C+偵探,彭顺,彭顺,郭富城,廖启智,黄德斌,"['剧情', '悬疑']",109 分钟,2007,香港, 粤语,6.6
967,乘客 Passengers,罗德里戈·加西亚,龙尼·克里斯滕森,安妮·海瑟薇,帕特里克·威尔森,克里·杜瓦尔,"['剧情', '爱情', '悬疑', '惊悚']",93 分钟,2008,美国 / 加拿大, 英语,6.6
968,母亲！ Mother!,达伦·阿伦诺夫斯基,达伦·阿伦诺夫斯基,詹妮弗·劳伦斯,哈维尔·巴登,艾德·哈里斯,"['剧情', '悬疑', '惊悚']",121分钟,2017,美国, 英语,6.6
969,隔绝 The Divide,泽维尔·吉恩斯,凯尔·穆勒,劳伦·日尔曼,迈克尔·比恩,米洛·文堤米利亚,"['科幻', '悬疑', '惊悚', '灾难']",110分钟,2011,德国 / 美国 / 加拿大, 英语,6.6
970,东京少年 東京少年,平野俊一,渡边睦月,堀北真希,石田卓也,平田满,"['爱情', '悬疑']",95分钟,2008,日本, 日语,6.6
971,完美陌生人 Perfect Stranger,詹姆斯·弗雷,托德·考马尔尼基,哈莉·贝瑞,布鲁斯·威利斯,吉奥瓦尼·瑞比西,"['悬疑', '惊悚', '犯罪']",109分钟,2007,美国, 英语,6.6
972,翻译风波 The Interpreter,西德尼·波拉克,查尔斯·伦道夫,妮可·基德曼,西恩·潘,凯瑟琳·基纳,"['剧情', '悬疑', '惊悚']",128 分钟,2005,美国 / 英国 / 法国, 英语 / 法语 / 葡萄牙语 / 土著语,6.6
973,致命礼物 The Gift,乔尔·埃哲顿,乔尔·埃哲顿,杰森·贝特曼,丽贝卡·豪尔,乔尔·埃哲顿,"['悬疑', '惊悚']",108分钟,2015,澳大利亚 / 美国 / 中国大陆, 英语,6.6
974,乌鸦 The Raven,詹姆斯·麦克特格,Hannah Shakespeare,约翰·库萨克,爱丽丝·伊芙,卢克·伊万斯,"['悬疑', '惊悚', '犯罪']",111分钟,2012,美国, 英语,6.6
975,温柔地杀我 Killing Me Softly,陈凯歌,Sean French,海瑟·格拉汉姆,约瑟夫·费因斯,娜塔莎·麦克艾霍恩,"['剧情', '爱情', '悬疑', '情色']",100 分钟,2002,美国 / 英国, 英语,6.3
